# BEAST v1.10.5 Prerelease #23570d1
# Generated Tue Dec 21 11:35:17 CET 2021 [seed=1640082914861]
# -save_every 50000 -save_state Compiled_G_aligned_cut.states Compiled_G_aligned_cut.xml
# keywords: discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	alpha	pInv	default.ucld.mean	default.ucld.stdev	location.clock.rate	default.meanRate	default.coefficientOfVariation	default.covariance	location.meanRate	location.rates.Cambodia.Other	location.rates.Other.Cambodia	default.treeLikelihood	default.branchRates	location.branchRates	c_location.count[1]	coalescent
1000000	-35202.9941684322	-13792.695016836107	-21410.299151596086	81.50968783951924	1937.4903121604807	1564.5284459128943	70.11944317237757	0.37247217444837216	2.488948732165954	0.1503302405935963	0.06534212724615537	2.6294580703246004	0.29344865522133035	0.8224715302296389	0.4187662818584449	0.002476353353118701	0.006399780433018871	0.0015464662760231213	0.0015327206483004116	1.5162320671677718	-0.014493975545627912	0.001546466276023122	0.094007848438947	1.436717753103475	-21383.774043809695	-10125.43149606567	0.0	4.0	-3661.8003166594754
1100000	-34763.7851075876	-13867.794412055211	-20895.990695532393	95.40707070249339	1923.5929292975065	1739.6588349758717	78.19863609403158	0.4085947147208272	2.3495299919671973	0.14887494921062408	0.0734560539422095	2.688640405519418	0.33090388463973214	0.5612554323611768	0.3045165617439356	0.002018855061227883	0.004752382989509225	0.0013140992206987171	0.0013171347449686226	1.6016034361236342	0.01580611507823842	0.0013140992206987162	0.36808842609744236	0.6262184661224274	-20870.100328628156	-10125.43149606567	0.0	4.0	-3738.639708616894
1200000	-34141.17610924296	-13936.582402843089	-20204.593706399868	98.05762695566807	1920.9423730443318	1843.893042640159	88.54742260706026	0.3707999843189586	2.459307095824732	0.1502425461657441	0.07072750260904419	2.6115442250262837	0.3373786460552447	0.9497367147260897	0.4184671751198736	0.001329519665528709	0.001775263611644733	5.990726279458992E-4	0.0011193420728741427	1.119673800951559	0.0057288820089580585	5.990726279458985E-4	2.0207583273576484	0.9534391810506289	-20178.69232431869	-10125.43149606567	0.0	4.0	-3807.457385427102
1300000	-33730.98063804046	-14005.999277842671	-19724.98136019779	125.77794043074601	1893.222059569254	2046.2589574372748	91.86836517057554	0.3761843869882252	2.487943544963018	0.1597643779028389	0.08866876409290352	2.5870491944289715	0.30038973162405075	0.8389153361360235	0.38139868320673964	0.0012308667348132991	0.0017074741250424853	0.0016111646309315795	9.964248795338764E-4	1.2364836585561572	0.027431010799835925	0.00161116463093158	0.20771748165616283	0.11903679059342195	-19700.877086649045	-10125.43149606567	0.0	4.0	-3877.0953358903903
1400000	-33508.356973381175	-14052.901607445421	-19455.455365935755	132.56531699006507	1886.4346830099348	2087.9462990323545	101.58978114844464	0.38362849583039876	2.416038927628907	0.14777779888045328	0.07236095411037755	2.6614862338780836	0.318707589671787	0.736309908290554	0.3615139989144608	0.0010299210410157113	0.001297821935115635	2.958815862578518E-4	9.490505117321835E-4	1.1727050534572474	-0.04343972134711313	2.9588158625785184E-4	0.5980041776219749	2.1024481716245864	-19428.703752771424	-10125.43149606567	0.0	4.0	-3925.733811033644
1500000	-32590.916080650582	-14158.134202795905	-18432.78187785468	111.35364571188926	1907.6463542881108	2144.203128909815	115.36051113261712	0.36459954418684176	2.54405659300998	0.1577650309318167	0.07047847312591683	2.5866648817980757	0.2764354769473753	0.9564171552501121	0.3499902503510673	8.705892951005427E-4	0.0010160599659370883	0.0014247487391499905	8.349845331354359E-4	1.0375450751343518	-4.172640795915817E-4	0.001424748739149991	0.41242693928925955	0.49453858132535394	-18409.714295226375	-10125.43149606567	0.0	4.0	-4029.3646634061347
1600000	-32509.141704402464	-14151.91358434089	-18357.228120061573	122.36995500353513	1896.630044996465	2215.629920433472	122.46681937210883	0.42258975836548485	2.3968377399795213	0.16236535471456046	0.07277093385851036	2.6437291637456704	0.30170704933626025	0.8156362915015325	0.35216943729558636	7.896993020925159E-4	7.916835961252955E-4	0.0013747197192430017	7.411720481650375E-4	0.8631480456905671	-0.011040789199019957	0.0013747197192430017	0.2950086292471802	0.25140306165041265	-18334.308319477084	-10125.43149606567	0.0	4.0	-4023.9525756791054
1700000	-32547.013696139307	-14247.661058542973	-18299.352637596334	146.52271261666863	1872.4772873833313	2465.453392552525	138.81913473716364	0.37647948115264657	2.4549241832940782	0.1359448044003574	0.07954108658430013	2.669074474874926	0.2840359696936995	0.6778493458795166	0.27151449654585524	7.59980096712338E-4	8.12286755011203E-4	5.707046594224421E-4	7.171874273773597E-4	0.9329255969045914	1.6184228105619127E-4	5.707046594224415E-4	0.8349330269157865	2.9015651088621164	-18275.316069931912	-10125.43149606567	0.0	4.0	-4118.740539673519
1800000	-32301.5714459944	-14233.702915704183	-18067.868530290216	144.07038538498273	1874.9296146150173	2554.5650839619675	134.2232224065751	0.3863660420795202	2.4313762359908306	0.13760452497127765	0.10012837632441615	2.6023746841055253	0.34215013652843784	0.7026849921066403	0.29778286448335495	6.602180810878471E-4	5.130571224146568E-4	4.9696777047092E-4	6.499487651617304E-4	0.7404800067189578	-0.002432607144676366	4.969677704709192E-4	0.49891776432230456	2.021672559555599	-18047.204941996806	-10125.43149606567	0.0	4.0	-4106.482873978568
1900000	-32200.566170243234	-14340.317437990901	-17860.24873225233	186.9468624642542	1832.053137535746	2850.197557039526	150.04138916532526	0.38047103914908587	2.371162525671254	0.1636563468321228	0.0747238341769578	2.6687055756011064	0.3412806785694814	0.919512205442678	0.35425106049696375	5.610012689830707E-4	3.3653321545765836E-4	3.309202196700989E-4	5.631944013794529E-4	0.5522190121261321	0.03153163287909279	3.30920219670099E-4	0.10909828393429637	0.34920950627471076	-17836.731583852987	-10125.43149606567	0.0	4.0	-4215.4233549078235
2000000	-32169.932759657408	-14368.99112964093	-17800.941630016478	209.9902862436107	1809.0097137563894	3004.5994470217724	160.7736634032961	0.36330828273528015	2.6060238851670463	0.13155769020175054	0.11548098155131972	2.482621151504835	0.3010080088397784	0.8677515660319632	0.296064962929937	5.317892825410992E-4	3.6714054808315076E-4	4.7994032738068353E-4	4.8674694979147293E-4	0.6476887291136515	0.0181501089347634	4.799403273806841E-4	0.6453823711363383	6.188596975779661	-17777.152369007457	-10125.43149606567	0.0	4.0	-4237.151629949241
2100000	-32155.278545301066	-14452.575965352984	-17702.70257994808	197.10655510899545	1821.8934448910045	3169.907048533953	170.0602534457798	0.3921475822427034	2.4295402230432352	0.1958391004533805	0.08008610330097826	2.583307021301158	0.31907996965855273	1.1243540711595257	0.3926277836936576	4.875753913486357E-4	3.00669710179369E-4	2.88336391908327E-4	4.666903580831539E-4	0.5731847729473902	-0.009492905276872455	2.883363919083271E-4	0.39474635673451397	1.0526547746212496	-17679.206924912047	-10125.43149606567	0.0	4.0	-4326.485883203833
2200000	-32048.411642909276	-14420.130933379462	-17628.280709529816	227.2059716669301	1791.79402833307	3173.0885408403424	158.27186384988804	0.33003568572655534	2.5145148024178487	0.09684957941741898	0.07338778457551236	2.709917211574599	0.27529493628807594	1.5938888801375373	0.42992619095650014	4.957153126760159E-4	2.28646046694678E-4	2.3067266314712032E-4	4.8398919618066144E-4	0.45080581241091316	-0.03575755676458649	2.306726631471196E-4	0.581564723140107	1.3096927644417669	-17604.658373390936	-10125.43149606567	0.0	4.0	-4292.988943589125
2300000	-32087.2513557484	-14475.648593945687	-17611.602761802715	234.47452609534471	1784.5254739046552	3389.8320831470087	196.19576042114033	0.4763691556714672	2.400111506967759	0.17366130156323314	0.0911894720180631	2.539945005908097	0.3187235578713896	0.4916847385203049	0.14478046367290992	4.7454487718806234E-4	2.7197019556014014E-4	1.6383132525337848E-4	4.6679534988524826E-4	0.5685729020658781	0.00770746281241648	1.6383132525337837E-4	0.5094196764308505	2.945226078063624	-17587.297871790495	-10125.43149606567	0.0	4.0	-4349.332579609618
2400000	-32068.367065516322	-14493.373206643488	-17574.993858872836	236.09261243299903	1782.907387567001	3415.20289710793	190.63181931105916	0.3764324273451939	2.546346817094851	0.1818866191147358	0.11048218363529644	2.4820329514309254	0.30281900137900797	0.49529416037771173	0.18198540877945646	4.3215908698424413E-4	2.272173717405128E-4	4.8570015989752685E-4	4.358375951268676E-4	0.5245312126246114	5.271301882121472E-4	4.857001598975262E-4	0.480005765900292	1.6986210327914175	-17554.5912282753	-10125.43149606567	0.0	4.0	-4366.895068951668
2500000	-32004.046604509145	-14498.130488741557	-17505.916115767588	276.311237269285	1742.688762730715	3561.726727676623	185.53775683909754	0.4109786172780613	2.5351741555169083	0.1893841326464356	0.0829124828268149	2.5116967761487246	0.26985383558306614	0.8914919235975002	0.34573348589799663	3.83507597774278E-4	1.524283816052119E-4	3.829375263645901E-4	3.9274506504994797E-4	0.4169295934257833	-0.0017358055449141283	3.829375263645904E-4	0.8259987226985368	0.7320909378518072	-17482.03542391196	-10125.43149606567	0.0	4.0	-4372.133195561998
2600000	-31985.5800496421	-14531.884475887042	-17453.69557375506	239.70611660862846	1779.2938833913715	3526.0563489416613	206.00377702224017	0.42840644714242626	2.559524357777437	0.12401294303122316	0.06357019835277444	2.4788826185212804	0.3456034351748697	0.8468398290542118	0.3152670978095595	4.176621476832723E-4	2.2379761724585038E-4	3.996454219501217E-4	4.140863776732993E-4	0.5402975608484603	-0.00634135997187534	3.9964542195012134E-4	0.1904954607768067	0.7020597758557844	-17429.811418434318	-10125.43149606567	0.0	4.0	-4406.311091620127
2700000	-31999.158778528108	-14519.458222969473	-17479.700555558637	307.0676927667712	1711.9323072332288	3639.648609377154	205.88582665588223	0.36862038238114864	2.5512233596807428	0.14248214937985354	0.06988280286377585	2.553050503409697	0.3147408022847938	0.8963660048014301	0.34811821630855716	4.337388407788347E-4	2.062871321001471E-4	5.413872243656087E-4	3.9728647543677963E-4	0.4937336147094343	-0.0294123504433326	5.41387224365608E-4	0.1726612617737427	0.9141584008659761	-17457.07052935823	-10125.43149606567	0.0	4.0	-4392.785947164991
2800000	-31968.16509521704	-14477.534597716953	-17490.630497500086	270.06969353859984	1748.9303064614	3460.628077799378	183.02214964195144	0.4074905975949638	2.586265700756959	0.1697682161683747	0.08601900743374336	2.449820905335371	0.3006355727105989	0.9870423514712439	0.3376592784964857	4.6487429833223185E-4	2.1311946405547675E-4	2.723398462768584E-4	4.134817012127308E-4	0.4368773304210103	-0.020654125038958353	2.7233984627685775E-4	0.15662860051227595	0.9762055891378624	-17466.434670865656	-10125.43149606567	0.0	4.0	-4352.008983814073
2900000	-31931.629361995354	-14485.294474670067	-17446.334887325287	295.4517750749996	1723.5482249250003	3543.462687429114	196.1964797775	0.41189675141612375	2.522550241931577	0.13823937425408625	0.07590395673720887	2.5270714154084444	0.32433826025257273	0.8832194187388788	0.327514483642784	4.7084723510819787E-4	2.3830140940975502E-4	4.684643426492935E-4	4.3305860708241125E-4	0.5148106726160845	0.02724933631534645	4.684643426492926E-4	0.009923705585394989	1.0295946940759018	-17422.40863100254	-10125.43149606567	0.0	4.0	-4358.969112243132
3000000	-31998.606214979285	-14530.2543259158	-17468.351889063488	343.75183206400845	1675.2481679359917	3780.200097750927	191.2675080887536	0.34519224564818657	2.449156489064073	0.14790442720390484	0.08835666862927109	2.6544066545014684	0.3149835149531073	0.8244091748521867	0.31649215688813753	4.3642161545819595E-4	2.158516396910363E-4	0.0011372465535061263	3.941651348483233E-4	0.5003541419538993	0.04382687605825835	0.001137246553506125	1.3742953923098506	0.31186002468084245	-17445.422814340833	-10125.43149606567	0.0	4.0	-4400.464275190331
3100000	-31989.816194683706	-14476.637538655401	-17513.178656028307	250.57581369648258	1768.4241863035174	3424.8350940536384	191.81122058128273	0.4089434086757609	2.3958161585208906	0.16508511595893954	0.08811286554932027	2.6050654866630647	0.3369769646320364	0.8566450252189316	0.32435295416201326	4.7483968174395145E-4	2.2445803348414425E-4	4.889217241565529E-4	4.443268687483831E-4	0.4632836933153571	-0.019029936019190275	4.889217241565523E-4	0.974241223929583	2.926443699181885	-17490.863970273822	-10125.43149606567	0.0	4.0	-4347.494852546193
3200000	-32020.06463389079	-14523.49768798612	-17496.56694590467	231.53288520179566	1787.4671147982044	3479.681881385962	196.5893874686566	0.4022860660429771	2.386641217610308	0.15967896435591156	0.1071612700771053	2.6446035375885564	0.29962894432515413	0.9132491871298816	0.33385226840275717	4.4750286109781286E-4	2.581614045154859E-4	9.364574240336743E-4	4.15741857600283E-4	0.5699446857185702	0.023033345203258584	9.364574240336735E-4	0.053841068484884465	0.7772314861335795	-17475.08805789033	-10125.43149606567	0.0	4.0	-4395.492265482166
3300000	-32009.833148530455	-14537.399912793739	-17472.433235736717	204.26534195774695	1814.7346580422532	3472.8531917008713	200.87008835623277	0.42600014699965105	2.4063072670136485	0.17032787746222366	0.048707433672377766	2.6493471334507026	0.29931014140140894	0.8543850044462071	0.3439353604267934	4.007014267070419E-4	1.7086468417766107E-4	6.252863601181781E-4	3.915370476661067E-4	0.4475167761464041	0.04263809695452714	6.252863601181791E-4	1.9208452201754895	2.393618622668964	-17450.392797282562	-10125.43149606567	0.0	4.0	-4407.515400649468
3400000	-32091.67641861864	-14560.700364680459	-17530.976053938182	271.5287752434859	1747.4712247565142	3748.4121839968234	199.59369525867004	0.38395680739783766	2.3310111661430226	0.11061288921161871	0.09405344005049249	2.80648448308884	0.27388121410820154	1.0285897741834489	0.36814822127515334	4.4200694799515774E-4	1.8626103868380018E-4	5.423692892439989E-4	4.1151702323904976E-4	0.41012391239881124	0.009005500497452315	5.423692892439997E-4	0.2792915550746642	2.6828880362833583	-17508.523944004653	-10125.43149606567	0.0	4.0	-4431.79774535657
3500000	-32021.191163252675	-14542.17262928862	-17479.018533964056	371.466818077517	1647.533181922483	4024.3740828559085	198.05206880702414	0.3877202462042394	2.4036777870658566	0.14235626796162615	0.10444106286524091	2.659876461777862	0.3019281741251893	1.0785322399296762	0.31903258987043454	4.665297700144059E-4	2.600373265027539E-4	3.100568948061579E-4	3.932825316575418E-4	0.542907855800907	-0.02748384667106255	3.100568948061575E-4	0.7920009187349233	3.6444821387659907	-17455.206133248423	-10125.43149606567	0.0	4.0	-4412.5915612728895
3600000	-32130.144363576597	-14613.56961551631	-17516.574748060288	331.3001286905661	1687.699871309434	4183.332446273646	221.28961065651015	0.38930576994998006	2.435014857178772	0.11857712106883207	0.07947053018044706	2.6733246530693355	0.30430706855264866	0.8458641379007371	0.3281388990314408	4.1571225208599747E-4	2.3424848138040204E-4	5.126763583950528E-4	3.771896771817935E-4	0.5665818514271929	-0.07770127566100823	5.126763583950515E-4	0.34898628428835243	1.4165925434595623	-17492.560568147994	-10125.43149606567	0.0	4.0	-4486.100398575829
3700000	-32154.885682109812	-14630.551313136173	-17524.33436897364	284.46585966810926	1734.5341403318907	3982.9577784653056	210.32313897181865	0.3432108890595393	2.4529913131586687	0.15687792342004703	0.06526661671318716	2.6474692813069303	0.33418397634164304	0.8253513200364766	0.32248572285685057	3.7704032294740854E-4	1.5700768707993206E-4	6.119064316175074E-4	3.612356467762094E-4	0.4086791593020878	0.012953616771923923	6.119064316175066E-4	0.34718853022192286	0.5765558941067749	-17501.155468513643	-10125.43149606567	0.0	4.0	-4503.872110000745
3800000	-32092.48589684422	-14616.031525152328	-17476.454371691892	259.78031381187964	1759.2196861881202	3980.2296176361992	204.1319178219388	0.33356296569795585	2.4448840974417827	0.1533698500244859	0.07356481352675583	2.6788828628207653	0.31573541048827064	0.9110295561697502	0.33386691032869287	4.134073557157442E-4	2.286931645618221E-4	4.335802367590176E-4	3.86012209785582E-4	0.5523825513961177	-0.049427901531936914	4.335802367590186E-4	0.9039168504127811	1.0538470039188708	-17452.931776989604	-10125.43149606567	0.0	4.0	-4488.869863201697
3900000	-32098.173306347046	-14617.567662423384	-17480.605643923664	259.9870004600763	1759.0129995399238	3996.515696340053	230.86002516363183	0.4312381543174379	2.493290135462667	0.1839214220672451	0.07562110959184551	2.567669590948322	0.2482595876125	0.8051933144023858	0.28667921086180026	4.18821485044043E-4	2.3633020093538604E-4	5.830259116459046E-4	4.0106030481968594E-4	0.5445175513945311	0.013210719223902646	5.830259116459037E-4	2.3580371902350907	0.3711396086374209	-17456.81018482813	-10125.43149606567	0.0	4.0	-4488.939998566572
4000000	-32082.794745820953	-14627.993293442309	-17454.801452378644	248.024431348	1770.975568652	3910.8121016488185	218.37560787938227	0.42949367238657987	2.487341798150925	0.13628994161286012	0.06296266488159402	2.5725736585930403	0.3113382643750167	0.9769959731137026	0.35367983317128443	4.1308302950455653E-4	1.9702827938526218E-4	5.296775811809308E-4	3.973067485269643E-4	0.481595442498115	-0.020155280996677082	5.296775811809315E-4	0.8798604149066703	1.2806372284532663	-17432.97585010569	-10125.43149606567	0.0	4.0	-4499.9965573954305
4100000	-32054.41260595794	-14614.520250567683	-17439.892355390257	243.78603806644173	1775.2139619335583	3826.2875404383435	223.86874111930837	0.39700619135039544	2.4150203802748673	0.17708288252974413	0.08072363249343713	2.6332238150678577	0.2969430982837145	0.90222888312179	0.28027434652819544	4.21912038672166E-4	2.4075250758329026E-4	2.218752179328519E-4	4.210211499268252E-4	0.5521685242013347	-0.0055515520467753245	2.2187521793285184E-4	0.25987345788876376	0.3000050277842844	-17414.844518794052	-10125.43149606567	0.0	4.0	-4489.87499030355
4200000	-32064.98568940221	-14594.8132193728	-17470.17247002941	258.71734189957687	1760.282658100423	3760.5754901868777	233.62265576631856	0.3736437258680206	2.439625924678287	0.17019092396096744	0.08962193565383188	2.674344314667907	0.25257317517100253	0.691576436858565	0.2519469655931758	4.3225021930329185E-4	2.004527752662261E-4	3.02872111477408E-4	4.06730754137807E-4	0.4474358307569902	-0.005411292972916173	3.0287211147740796E-4	1.1740066613819955	2.9149974044398945	-17446.8037893707	-10125.43149606567	0.0	4.0	-4466.531419470743
4300000	-32075.343433915277	-14595.900041737186	-17479.44339217809	221.67928792683526	1797.3207120731647	3572.225635254424	218.34868593543402	0.39618250833193464	2.491065276221396	0.14054747289404124	0.06386785451102181	2.6050738633261115	0.3032630247155132	0.7650947657900444	0.2573415849094711	4.2379006789587377E-4	1.9555858943776102E-4	3.600071432356074E-4	4.317254831264594E-4	0.4467287613578326	0.02611865197699084	3.600071432356074E-4	1.2222218500619086	1.2495532243998049	-17455.874536536303	-10125.43149606567	0.0	4.0	-4468.992738772496
4400000	-32065.879208092825	-14609.610780774743	-17456.268427318082	229.76960826107123	1789.2303917389288	3720.079752293051	228.6732837855721	0.4112622219252432	2.4794126265931498	0.14042285673227442	0.07092082364281123	2.5581715998845795	0.3398098712219576	1.0230627484718893	0.33020150188510217	4.0741021108619754E-4	1.994488184719923E-4	5.596612377693785E-4	3.9786892462472277E-4	0.48558931976544656	0.001520754936905777	5.596612377693785E-4	0.45882308978145897	0.5564550526416489	-17432.183191689845	-10125.43149606567	0.0	4.0	-4482.639804867749
4500000	-32141.09973622187	-14654.820602147125	-17486.279134074746	214.97343059581547	1804.0265694041846	3870.0361518008526	222.49372035863422	0.37771133368662824	2.408841011511366	0.1496974607227275	0.07293182022686413	2.671526485909546	0.3192918879428841	0.818628585237457	0.2744499756271163	3.708566209312059E-4	1.4526912973024899E-4	7.060950663138178E-4	3.906983479917487E-4	0.39303286806372295	0.025525530460320005	7.060950663138177E-4	1.2626614386330408	0.8911416619154592	-17463.8270599299	-10125.43149606567	0.0	4.0	-4526.547580655629
4600000	-32135.14275655859	-14592.083486463147	-17543.059270095444	247.1935802750059	1771.8064197249942	3758.3173380033295	209.45143079337407	0.32998362958448285	2.3021765210514324	0.22453810325425216	0.07740068158728428	2.7969489117874873	0.2689521527350771	0.7697319467299507	0.3269492509725688	3.801801017803825E-4	1.6111274053237878E-4	5.052077634858295E-4	3.8921788266212153E-4	0.4190289148074235	-0.036804612043149346	5.052077634858294E-4	0.28913817335418784	2.143199773144618	-17521.833963254478	-10125.43149606567	0.0	4.0	-4464.656039039452
4700000	-32108.96271536459	-14624.562362180219	-17484.40035318437	268.07259174716506	1750.927408252835	3909.0916241428504	234.97203401270704	0.40803870190767055	2.3160817668202798	0.1662908068848076	0.09163008135781804	2.6942554930300266	0.3237031499994139	0.8300701285708303	0.33489315902885125	4.0175144466764016E-4	1.640335597392987E-4	8.132936211726941E-4	3.852623597934562E-4	0.4078622605588332	0.012316748306115354	8.132936211726942E-4	1.3093771344129435	0.61203262968015	-17462.524806392226	-10125.43149606567	0.0	4.0	-4495.761707472342
4800000	-32134.97545599976	-14633.456923511521	-17501.518532488237	340.0390665475647	1678.9609334524353	4087.7130983978846	220.39844833442262	0.35438541040096966	2.6560031508043562	0.15989652211206187	0.1397315351274728	2.396796946577593	0.2931864349775649	0.5696172498091228	0.188053108691226	4.065794059367395E-4	2.0828928690781653E-4	5.259593761166904E-4	3.7701378420203994E-4	0.5213807097681682	-0.027784404597725833	5.259593761166912E-4	0.2613966162787485	0.13647587935910407	-17477.64786611726	-10125.43149606567	0.0	5.0	-4507.959021954177
4900000	-32150.918638654402	-14636.087917249508	-17514.830721404895	294.2777672548821	1724.722232745118	3993.943372472216	227.33326720185366	0.38003186872186684	2.3783757191196697	0.1457166391663999	0.06674653778557116	2.685514640105844	0.3436145951006666	0.6673268842307498	0.24277577135919795	4.1063674052027913E-4	2.1016383638393227E-4	3.573417896363761E-4	3.7476537013591546E-4	0.5101434621543495	0.0075965317780828856	3.5734178963637593E-4	0.1495128283432677	2.034803819343172	-17492.885377358132	-10125.43149606567	0.0	4.0	-4509.486948992605
5000000	-32080.87008395677	-14629.897766952137	-17450.97231700463	251.30530760888402	1767.694692391116	3943.5227799425434	215.53847804811738	0.3846622588653155	2.4952419150331	0.13126011852621056	0.08863319484346985	2.607182474350929	0.29302003838099316	0.5963678725676218	0.22220102327985358	3.8329816869401483E-4	1.5126309855475564E-4	3.1659638883407175E-4	3.6959288977636123E-4	0.3993042393097667	0.001747699947022701	3.165963888340717E-4	0.23144572306385058	0.7311036834974485	-17427.364460184584	-10125.43149606567	0.0	4.0	-4505.103426678583
